window_id,window_start,window_end,people_count_mean,people_count_std,people_count_min,people_count_max,avg_speed_mean,avg_speed_std,avg_speed_min,avg_speed_max,max_speed_mean,max_speed_std,max_speed_min,max_speed_max,speed_std_mean,speed_std_std,speed_std_min,speed_std_max,avg_displacement_mean,avg_displacement_std,avg_displacement_min,avg_displacement_max,max_displacement_mean,max_displacement_std,max_displacement_min,max_displacement_max,avg_velocity_x_mean,avg_velocity_x_std,avg_velocity_x_min,avg_velocity_x_max,avg_velocity_y_mean,avg_velocity_y_std,avg_velocity_y_min,avg_velocity_y_max,avg_acceleration_mean,avg_acceleration_std,avg_acceleration_min,avg_acceleration_max,max_acceleration_mean,max_acceleration_std,max_acceleration_min,max_acceleration_max,acceleration_std_mean,acceleration_std_std,acceleration_std_min,acceleration_std_max,avg_speed_change_mean,avg_speed_change_std,avg_speed_change_min,avg_speed_change_max,max_speed_change_mean,max_speed_change_std,max_speed_change_min,max_speed_change_max,avg_velocity_change_mean,avg_velocity_change_std,avg_velocity_change_min,avg_velocity_change_max,max_velocity_change_mean,max_velocity_change_std,max_velocity_change_min,max_velocity_change_max,avg_displacement_change_mean,avg_displacement_change_std,avg_displacement_change_min,avg_displacement_change_max,direction_alignment_mean,direction_alignment_std,direction_alignment_min,direction_alignment_max,directional_disorder_mean,directional_disorder_std,directional_disorder_min,directional_disorder_max,avg_width_mean,avg_width_std,avg_width_min,avg_width_max,avg_height_mean,avg_height_std,avg_height_min,avg_height_max,avg_density_mean,avg_density_std,avg_density_min,avg_density_max
10,50,55,11.76,0.7298064467133931,10,13,11.751723216783216,4.555322463749012,1.1538461538461535,24.545454545454547,39.83246666666667,25.73867277901205,15.0,237.17,13.454893521612776,6.963581979124438,4.160251471689219,67.5676233431547,0.3950890365190365,0.15293799310028455,0.0384615384615384,0.8181818181818182,1.3531333333333333,0.8843153319172872,0.5,7.91,0.1960003108003108,3.220977030293544,-10.0,10.0,-0.5519643745143745,4.435652166050353,-15.0,20.0,306.04213542792075,105.96161921889103,15.68181818181759,634.5454545454305,898.4134878193697,408.03547695277075,188.18181818181108,2874.848484848995,310.858709777145,105.52535795391191,54.32341169193092,797.0732365086711,10.215990088060087,3.526656604666802,0.5175000000000001,20.94,29.9192,13.482882586659189,6.210000000000001,94.87,16.647456975245127,4.807354950337446,6.019382130508766,29.82075138977749,48.73128768563953,18.871561658457523,21.213203435596427,109.20164833920778,0.3451223180523181,0.12414283768957016,0.0174999999999999,0.84,0.13333333333333333,0.34107344692436553,0.0,1.0,0.0,0.0,0.0,0.0,15.613304584304585,0.8704853139525396,14.416666666666666,17.583333333333332,43.90775369075369,1.3596999059969868,39.53846153846154,47.0,0.0001531252,9.502079936208394e-06,0.00013021,0.00016927
11,55,60,12.646666666666667,1.3616840474905179,10,16,19.997103893051392,9.66616157763447,5.0,59.73166666666666,61.79580000000001,37.27468675717662,15.0,240.0,18.887534910931922,9.96561805964956,6.611450810388127,61.800874197014,0.7121298867798868,0.4179336200349275,0.1666666666666666,2.961818181818181,2.4686666666666666,2.3707044988840518,0.5,18.06,0.44010792679542676,4.929476858146559,-16.25,15.681666666666668,-0.44150102120102125,7.065509137193375,-19.285714285714285,23.75,426.1915530151776,147.48297128821727,106.52406417112638,965.4411764706188,1241.0200831847917,597.608639747367,441.1764705882493,4772.058823529564,393.60153379027645,162.07886242911363,142.56764424839858,1365.12778897746,14.333494442501943,4.927534102529639,3.621818181818182,32.825,41.6688,20.290388702982526,15.0,162.25,23.577864591187904,7.008281395096457,9.562851924841103,50.82565211971016,63.08890237917432,27.126018304413115,21.213203435596427,162.24980739587951,0.5413347602397602,0.3477556113805589,0.1218181818181818,3.0072727272727278,0.3968888888888889,0.4466687813677722,0.0,1.0,0.08311111111111111,0.1877591340483682,0.0,0.6666666666666667,17.35173937173937,0.7415795998692755,15.1,19.615384615384617,42.187942085692086,2.864549586359253,35.1,48.0,0.0001646696,1.772912629832653e-05,0.00013021,0.00020833
12,60,65,4.093959731543624,2.8244642684539123,1,13,33.444772438970425,15.49433776444545,0.0,82.315,63.95442953020134,47.6342776078284,0.0,240.0,20.778075292132414,17.82920672673897,0.0,87.79908353735817,1.3664060665285498,1.2302729035836582,0.0,9.82,2.970671140939597,4.121818292090626,0.0,37.9,14.326986113439135,15.359504316974826,-30.0,57.5,-10.924272050097553,14.659296471394892,-67.5,25.714285714285715,561.643344548806,298.06009569494347,0.0,1297.012987012938,1108.414150516951,816.4515989237624,0.0,4184.848484848326,377.88430567715085,313.0668752615531,0.0,1419.1719373326375,19.111512885324967,9.833342903540153,0.0,47.74444444444444,37.60765100671141,27.247703185854167,0.0,138.1,31.332636750497493,13.44192648837769,0.0,82.33079978489849,58.313896173308024,43.84852857020043,0.0,255.440795488896,1.1014795020415826,1.5147584292017768,0.0,9.32,0.37293064876957494,0.42375713211670135,0.0,1.0,0.11029082774049218,0.207186911626278,0.0,0.75,13.373119460703354,2.8684085547147364,8.0,20.916666666666668,32.67317196226592,3.5036304834031147,26.0,41.6,5.330610738255034e-05,3.677826026320975e-05,1.302e-05,0.00016927
13,65,70,7.551724137931035,4.559682972780075,1,13,12.564193167751789,8.131570529615944,0.0,54.08,34.63820689655172,32.0282366234374,0.0,214.77,10.699395165540382,10.316678872949128,0.0,62.03326282216369,0.4264710875331565,0.2857971430814886,0.0,1.8,1.2317931034482759,1.33176400820987,0.0,10.61,0.8342054497226912,7.734933308811027,-30.0,30.0,-1.5992645285748734,8.15263849132969,-45.0,15.0,308.4090785841218,167.61642405406164,0.0,934.4117647061072,687.4870588235274,374.37716623289054,0.0,2249.705882352542,229.02520636470206,169.13463379869484,0.0,718.6776194241183,10.32187659352142,5.583763441182039,0.0,31.77,23.198758620689656,12.891283655307921,0.0,76.49,17.69877808099274,10.089834356337327,0.0,67.08203932499369,37.97389865359057,22.612763426969778,0.0,135.83077707206124,0.35553538836642284,0.21168590529602538,0.0,1.261,0.1413793103448276,0.34712833979839175,0.0,1.0,0.0034482758620689655,0.041522739926869986,0.0,0.5,14.454197411783618,2.8076964224694323,9.0,17.4,35.854677276746244,5.279240730526885,25.5,41.63636363636363,9.833006896551723e-05,5.937177893598095e-05,1.302e-05,0.00016927
14,70,75,12.593333333333334,1.1357324258718393,10,15,16.222145456765457,5.290586412676941,4.854,33.58384615384615,58.3078,32.89409006036387,15.0,195.58,18.17938386161651,8.241497068127858,7.595545253127499,50.66471674722877,0.5574361316461316,0.1890237726437829,0.162,1.17,2.0530666666666666,1.1897001746628606,0.5,6.52,-0.2096350871350871,3.2929913676282894,-8.571428571428571,8.571428571428571,-0.12269070374070379,6.590528742059381,-20.76923076923077,23.75,364.6583817434674,106.71196451844703,112.1323529411576,714.9494949494679,1178.695484254311,545.3976644478346,441.1764705881571,3664.545454545316,380.7580021725808,145.95655479339575,170.98569924177298,991.5632867451365,12.257043173493173,3.5813767958084046,4.5,23.593333333333334,39.3678,18.213735169338328,15.0,120.93,20.858322293909932,5.111741598925443,8.742640687119286,34.06770943432844,60.32737090722038,24.219493772856094,21.213203435596427,138.2931668593933,0.42626011174011175,0.13810823107598924,0.15,1.02,0.40444444444444444,0.48248466210573804,0.0,1.0,0.022222222222222223,0.11036287962942715,0.0,0.6666666666666667,15.912053391053389,0.6325220203520721,14.666666666666666,17.692307692307693,41.04814474414474,1.8081884409373374,37.63636363636363,46.91666666666666,0.0001639752,1.4787236184851334e-05,0.00013021,0.00019531
15,75,80,12.733333333333333,1.0533848711657552,11,15,15.455149814629817,5.161670539241162,5.0,37.75454545454546,51.16266666666667,26.637631116502853,15.0,165.68,16.00160645064457,7.294372912265336,7.385489458759964,50.044564213036445,0.5502947985347985,0.2375061651182651,0.1666666666666666,2.0946153846153845,2.0639333333333334,2.1223530365217544,0.5,20.6,-0.8822779531579531,3.4430976304584435,-11.538461538461538,8.75,-1.682716446886447,5.37148027462296,-18.75,21.25,335.8200107471079,100.85318816854146,92.39669421487253,656.0101010100761,1012.9320855614906,466.7199551609969,373.6363636363494,3181.818181818061,332.4141968523208,120.23396489104027,136.91963784514974,900.4350730682132,11.332666978576977,3.4001491904207235,3.049090909090909,21.64833333333333,34.019133333333336,15.628448244974974,12.329999999999998,105.0,19.336274221262812,5.396574418423781,8.970582442835713,37.41463816819992,54.345974160303925,28.432556911359477,21.213203435596427,165.6804152578089,0.4338124416324416,0.24908904615770452,0.1018181818181818,1.9315384615384616,0.3044444444444444,0.43766832989126436,0.0,1.0,0.042222222222222223,0.1381494109882511,0.0,0.5,16.62996237096237,0.593779870785464,15.166666666666666,17.916666666666668,42.304054723054726,2.1125634904903556,37.785714285714285,47.53846153846154,0.00016579800000000001,1.3715071022578147e-05,0.00014323,0.00019531
16,80,85,12.926666666666666,0.9905368801624546,10,15,14.572929365079366,5.205348832374934,6.25,32.398,59.806066666666666,38.79430958577734,15.0,210.0,18.409959755567613,10.192493684492051,7.723929758166558,59.36402857430945,0.5150768353868355,0.22125413244233405,0.2083333333333333,1.505,2.289,1.783963143297612,0.5,10.55,0.6172632034632034,3.2038948355980086,-7.0,11.25,-0.43230637473637473,5.9290580092872975,-25.0,13.928571428571429,318.7144277477867,96.93813867772678,113.14685314684884,768.2517482517192,1100.386512180627,550.2590912518325,441.1764705883415,4097.272727272572,356.72619407937657,146.00640635824286,196.83186857883584,1352.2215911664512,10.786783116883116,3.2328955420717973,3.733846153846154,25.352307692307697,37.52166666666667,18.742829838579397,15.0,135.21,17.935817756386964,5.114276435237022,10.295084971874736,33.97628553164212,58.08868923699482,39.54293730447466,29.327884342379694,300.3747659175118,0.39334449994449994,0.17209665540399208,0.1246153846153846,1.105,0.39444444444444443,0.4731479718137015,0.0,1.0,0.03222222222222222,0.1216599499642528,0.0,0.5,15.525914085914085,0.5352408025579842,14.285714285714286,17.071428571428573,41.67668376068376,1.03831431476487,39.07692307692308,44.083333333333336,0.0001683152,1.2896790179715152e-05,0.00013021,0.00019531
17,85,90,10.311111111111112,3.4152132571831895,3,15,31.79177041744264,12.433466713375,0.0,54.84666666666666,72.75185185185185,29.03500103928055,0.0,165.68,21.922793685023223,7.860063197656942,0.0,47.87465911580515,1.0945413438413438,0.4461468650113616,0.0,2.228181818181818,2.681703703703704,1.6117541851487118,0.0,13.5,-4.462323343323344,6.065585124310377,-21.428571428571427,10.384615384615383,21.767945511278842,15.974061411687451,-10.5,51.81818181818182,457.2134011386404,176.29991948179008,0.0,991.035353535316,1252.995510662182,610.8062768932374,0.0,3661.515151515013,416.5726056198178,177.3669563773851,0.0,1033.4307027793968,15.377337804993362,5.872746573221102,0.0,32.70416666666667,41.83481481481481,20.403026547946187,0.0,120.83,25.28486392632139,7.7503769092770165,0.0,43.81214439722834,59.589482902261985,28.89154012991772,0.0,180.0,0.550501090267757,0.24608219155407854,0.0,1.6676923076923076,0.5672839506172839,0.41919831590459034,0.0,1.0,0.13641975308641976,0.21705079979079206,0.0,0.6666666666666667,16.466270149603485,1.27266703133986,12.333333333333334,18.90909090909091,34.52598771598772,6.282782590562219,11.666666666666666,41.5,0.0001342591111111111,4.446901638902042e-05,3.906e-05,0.00019531
18,90,95,10.5,1.2625211806316847,8,12,14.08391883838384,4.714813043310307,4.655454545454545,33.235,43.967533333333336,29.954459616586316,15.0,225.5,14.73796577584232,8.444891121535349,5.6455646307521805,70.16252580813904,0.4704112626262626,0.15669362797428368,0.1554545454545454,1.108,1.4689999999999999,0.9967462165136264,0.5,7.52,-0.8850925925925925,3.786295961345021,-10.909090909090908,10.0,-0.40662457912457917,5.520019129019203,-20.0,25.5,334.5322915021533,118.01565292807616,73.07486631017801,943.1470588233622,924.0431372548916,532.2190732995083,441.1764705881571,6239.1176470577175,324.2162462135972,156.6765255598835,146.79524166404363,1882.2493744483488,11.149962469937469,3.9511898093473277,2.4845454545454544,32.06699999999999,30.813066666666668,18.01075044166777,15.0,212.13,18.72715552532351,4.604805788228722,8.181818181818182,40.07794026940864,47.090067554544355,21.27304603544013,21.213203435596427,212.1320343559643,0.37165945887445884,0.131325387435952,0.0827272727272727,1.0690000000000002,0.14333333333333334,0.34919210048697497,0.0,1.0,0.0033333333333333335,0.0408248290463863,0.0,0.5,18.289373737373737,0.796396506299428,16.666666666666668,20.11111111111111,37.83440067340067,1.3492835935429255,34.25,40.77777777777778,0.00013671999999999998,1.6438025771824508e-05,0.00010417,0.00015625
19,95,100,13.166666666666666,1.195161760227301,10,16,15.357880842768342,4.588932077733349,5.76,30.037692307692307,49.91813333333334,23.1298691340137,21.21,150.75,15.801280843835638,5.812605474619084,7.50330817149899,40.64387541919334,0.5322211108336109,0.18470109931845302,0.2176923076923076,1.4385714285714286,1.8905333333333332,1.5545222130809098,0.71,14.64,-5.315217560217561,3.8763734111059613,-13.928571428571429,5.0,-0.2898852702852703,4.379878299792506,-15.0,12.692307692307692,331.19717720767864,94.55877095311642,97.95454545454174,565.0101010100796,990.0780154486014,356.88030118929476,441.1764705883415,1874.2424242423533,325.60674427251683,89.91180099623966,173.31657189425735,537.4894952793022,11.11014529091279,3.12191531832993,3.2325,18.645333333333333,33.165400000000005,11.75846989486542,15.0,61.85,17.87227291935261,4.293040731899704,6.545084971874736,33.502438092700835,48.333590373442696,19.452162323832592,15.0,150.0,0.3998719024494024,0.1771920687737929,0.1075,1.5261538461538462,0.34777777777777774,0.4674077954296831,0.0,1.0,0.018888888888888886,0.09367918238344537,0.0,0.5,17.155453324453326,0.9515032962860983,15.454545454545457,19.76923076923077,37.98360467310467,1.2100992198408496,34.357142857142854,40.92857142857143,0.00017144,1.556100611815946e-05,0.00013021,0.00020833
